time,x,y,v,w,yaw
129.799,0.508968,-0.00742372,7.746281398805059e-05,0.0,-0.000831187
130.199,0.508952,-0.0074237,3.56878e-05,0.0,-0.000831187
130.499,0.508952,-0.0074237,4.180272603503703e-05,0.0,-0.000831187
130.899,0.508952,-0.0074237,4.755532267610658e-05,0.0,-0.000831187
131.199,0.508952,-0.0074237,4.7678922735138244e-05,0.0,-0.000831187
131.599,0.508969,-0.00742372,5.863147157139187e-05,0.0,-0.000831187
131.899,0.508952,-0.0074237,4.773149104054733e-05,0.0,-0.000831187
132.299,0.508952,-0.0074237,4.16566e-05,0.0,-0.000831187
132.699,0.508969,-0.00742372,6.0444873785111214e-05,0.0,-0.000831187
132.999,0.508969,-0.00742372,5.942641813551481e-05,0.0,-0.000831187
133.399,0.508952,-0.0074237,4.7669422730586166e-05,0.0,-0.000831187
133.699,0.508952,-0.0074237,4.177342601678977e-05,0.0,-0.000831187
134.099,0.50897,-0.00742372,7.74938559745071e-05,0.0,-0.000831187
134.399,0.508951,-0.0074237,4.772672275785323e-05,0.0,-0.000831187
134.799,0.508969,-0.00742372,6.553231652804242e-05,0.0,-0.000831187
135.099,0.508971,-0.00742372,8.271861287942617e-05,0.0,-0.000831187
135.499,0.508952,-0.0074237,4.18362e-05,0.0,-0.000831187
135.899,0.508952,-0.0074237,4.166082594662776e-05,0.0,-0.000831187
136.199,0.508968,-0.00742372,5.9527318166285074e-05,0.0,-0.000831187
136.599,0.508971,-0.00742372,7.749381399363057e-05,0.0,-0.000831187
136.899,0.508952,-0.0074237,4.776499110438547e-05,0.0,-0.000831187
137.299,0.508951,-0.0074237,4.75506e-05,0.0,-0.000831187
137.599,0.508971,-0.00742372,7.66051553325296e-05,0.0,-0.000831187
137.999,0.508952,-0.0074237,4.776499110438547e-05,0.0,-0.000831187
138.299,0.508951,-0.0074237,4.75506e-05,0.0,-0.000831187
138.699,0.508968,-0.00742372,6.024321838476282e-05,0.0,-0.000831187
138.999,0.508952,-0.0074237,4.181522604287693e-05,0.0,-0.000831187
