1767105000305989,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138142,1,0,0,0,0,0,0.00680755,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000305989,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138142,1,0,0,0,0,0,0.00680755,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000315969,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138202,1,0,0,0,0,-1.19448e-05,-0.00594852,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000315969,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138202,1,0,0,0,0,-1.19448e-05,-0.00594852,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000326017,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138258,1,0,0,0,0,1.1864e-05,-0.00557607,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000326017,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138258,1,0,0,0,0,1.1864e-05,-0.00557607,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000335992,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138187,1,0,0,0,0,-1.19508e-05,0.00710475,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000335992,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138187,1,0,0,0,0,-1.19508e-05,0.00710475,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000346015,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138244,1,0,0,0,0,0,-0.00567026,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000346015,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138244,1,0,0,0,0,0,-0.00567026,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000355993,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138174,1,0,0,0,0,0,0.00701451,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.18865e-05,-1.18865e-05,0,0,0,0,0,0,0
1767105000355993,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138174,1,0,0,0,0,0,0.00701451,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.18865e-05,-1.18865e-05,0,0,0,0,0,0,0
1767105000365969,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138231,1,0,0,0,0,1.19496e-05,-0.00575075,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000365969,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138231,1,0,0,0,0,1.19496e-05,-0.00575075,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000376004,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138285,1,0,0,0,0,-1.18794e-05,-0.00539026,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19604e-05,1.19604e-05,0,5.9802e-06,0,0,-5.9802e-06,0,0
1767105000376004,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138285,1,0,0,0,0,-1.18794e-05,-0.00539026,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19604e-05,1.19604e-05,0,5.9802e-06,0,0,-5.9802e-06,0,0
1767105000385962,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138213,1,0,0,0,0,0,0.007277,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000385962,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138213,1,0,0,0,0,0,0.007277,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000395955,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138268,1,0,0,0,0,0,-0.00550536,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000395955,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138268,1,0,0,0,0,0,-0.00550536,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000405960,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138319,1,0,0,0,0,1.1915e-05,-0.00516067,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.19329e-05,-1.19329e-05,0,0,0,0,0,0,0
1767105000405960,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138319,1,0,0,0,0,1.1915e-05,-0.00516067,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.19329e-05,-1.19329e-05,0,0,0,0,0,0,0
1767105000415955,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138244,1,0,0,0,0,0,0.00749158,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19138e-05,1.19138e-05,0,0,0,0,0,0,0
1767105000415955,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138244,1,0,0,0,0,0,0.00749158,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19138e-05,1.19138e-05,0,0,0,0,0,0,0
1767105000425957,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138297,1,0,0,0,0,-1.19185e-05,-0.00530673,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000425957,0,0,-2,-0.139089,1,0,0,0,0,-2,-0.138297,1,0,0,0,0,-1.19185e-05,-0.00530673,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000435960,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138224,1,0,0,0,0,0,0.0073545,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
1767105000435960,0,0,-2,-0.137127,1,0,0,0,0,-2,-0.138224,1,0,0,0,0,0,0.0073545,0,0,0,0,0,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0,0,0
