1767105000306017,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000306017,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000315984,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000315984,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000326046,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000326046,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000336015,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000336015,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000346044,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.18865e-05,-1.18865e-05,0,0,0,0,0
1767105000346044,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.18865e-05,-1.18865e-05,0,0,0,0,0
1767105000356020,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000356020,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000365987,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19604e-05,1.19604e-05,0,5.9802e-06,0,0,-5.9802e-06
1767105000365987,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19604e-05,1.19604e-05,0,5.9802e-06,0,0,-5.9802e-06
1767105000376031,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000376031,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000385978,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000385978,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000395968,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.19329e-05,-1.19329e-05,0,0,0,0,0
1767105000395968,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.19329e-05,-1.19329e-05,0,0,0,0,0
1767105000405974,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19138e-05,1.19138e-05,0,0,0,0,0
1767105000405974,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19138e-05,1.19138e-05,0,0,0,0,0
1767105000415967,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000415967,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000425969,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000425969,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,0,0,0,0,0,0,0
1767105000435974,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.1915e-05,-1.1915e-05,0,0,0,0,0
1767105000435974,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,-1.1915e-05,-1.1915e-05,0,0,0,0,0
1767105000445989,0,2,2,0,0.707107,0,0,-0.707107,2,2,0,0.707107,0,0,-0.707107,1.19031e-05,1.19031e-05,0,0,0,0,0
