1767105001962671,0,0
1767105001983291,0,-0.165291
1767105002003278,0,-0.164785
1767105002023274,0,-0.165337
1767105002043266,0,-0.157277
1767105002063277,0,-0.150436
1767105002083284,0,-0.153691
1767105002103272,0,-0.148112
1767105002123261,0,-0.152556
1767105002143238,0,-0.146958
1767105002163241,0,-0.141692
1767105002183293,0,-0.146973
1767105002203233,0,-0.141653
1767105002223257,0,-0.147473
1767105002243234,0,-0.141321
1767105002263263,0,-0.135328
1767105002283260,0,-0.14152
1767105002303241,0,-0.135255
1767105002323242,0,-0.129114
1767105002343282,0,-0.123698
1767105002363242,0,-0.118898
1767105002383309,0,-0.114607
1767105002403268,0,-0.110737
1767105002423264,0,-0.104858
1767105002443249,0,-0.0992289
1767105002463284,0,-0.0938517
1767105002483270,0,-0.0886975
1767105002503274,0,-0.0842057
1767105002523272,0,-0.0798893
1767105002543273,0,-0.0890414
1767105002563274,0,-0.0836858
1767105002583274,0,-0.0781707
1767105002603271,0,-0.0732914
1767105002623252,0,-0.0689808
1767105002643267,0,-0.0656601
1767105002663280,0,-0.0627853
1767105002683272,0,-0.0603199
1767105002703292,0,-0.0707881
1767105002723259,0,-0.0678255
1767105002743262,0,-0.0648652
1767105002763258,0,-0.0626329
1767105002783281,0,-0.0610635
1767105002803273,0,-0.0726243
1767105002823280,0,-0.0709754
1767105002843274,0,-0.0820471
1767105002863291,0,-0.0795692
1767105002883271,0,-0.0779432
1767105002903294,0,-0.0891136
1767105002923280,0,-0.0877606
1767105002943274,0,-0.09886
1767105002963269,0,-0.0971958
1767105002983267,0,-0.0960324
1767105003003268,0,-0.106999
1767105003023306,0,-0.106229
1767105003043282,0,-0.117186
1767105003063395,0,-0.116161
1767105003083277,0,-0.115572
1767105003103283,0,-0.12638
1767105003123266,0,-0.126111
1767105003143780,0,-0.136917
1767105003163634,0,-0.136309
1767105003183742,0,-0.136068
1767105003203580,0,-0.146642
1767105003223617,0,-0.146617
1767105003243264,0,-0.157173
1767105003263715,0,-0.156712
1767105003283595,0,-0.156584
1767105003303465,0,-0.166877
1767105003323446,0,-0.166832
1767105003343637,0,-0.17714
1767105003363453,0,-0.176563
1767105003383731,0,-0.176265
1767105003403967,0,-0.186311
1767105003423725,0,-0.186038
1767105003443636,0,-0.195632
1767105003463591,0,-0.194282
1767105003483416,0,-0.193139
1767105003504157,0,-0.202422
1767105003523436,0,-0.201209
1767105003543296,0,-0.21051
1767105003563826,0,-0.208665
1767105003583262,0,-0.207009
1767105003603289,0,-0.216022
1767105003623259,0,-0.214334
1767105003643410,0,-0.223434
1767105003663738,0,-0.219126
1767105003683727,0,-0.214937
1767105003703646,0,-0.222119
1767105003723439,0,-0.218193
1767105003743771,0,-0.225849
1767105003763636,0,-0.221643
1767105003783280,0,-0.218116
1767105003803392,0,-0.226455
1767105003823310,0,-0.223451
1767105003843765,0,-0.231986
1767105003863773,0,-0.228362
1767105003883665,0,-0.225511
1767105003903851,0,-0.234394
1767105003923733,0,-0.231637
1767105003943642,0,-0.240757
1767105003963420,0,-0.237386
1767105003983761,0,-0.23434
1767105004003592,0,-0.243348
1767105004023422,0,-0.24041
1767105004043713,0,-0.249651
1767105004063667,0,-0.246099
1767105004083736,0,-0.242811
1767105004103835,0,-0.240467
1767105004123678,0,-0.238978
1767105004143717,0,-0.237876
1767105004163633,0,-0.237297
1767105004183641,0,-0.23711
1767105004203853,0,-0.248106
1767105004223434,0,-0.246877
1767105004243435,0,-0.245485
1767105004263434,0,-0.244561
1767105004283285,0,-0.244038
1767105004303378,0,-0.243849
1767105004323302,0,-0.24395
1767105004343253,0,-0.255901
1767105004363327,0,-0.25469
1767105004383417,0,-0.253172
1767105004403291,0,-0.263908
1767105004423283,0,-0.261713
1767105004443746,0,-0.259475
1767105004463931,0,-0.25785
