1767105000302651,0,0,0
1767105000322632,0,0,0
1767105000342635,0,0,0
1767105000362635,0,0,0
1767105000382632,0,0,0
1767105000402631,0,0,0
1767105000422631,0,0,0
1767105000442630,0,0,0
1767105000462632,0,0,0
1767105000482630,0,0,0
1767105000502631,0,0,0
1767105000522632,0,0,0
1767105000542631,0,0,0
1767105000562632,0,0,0
1767105000582632,0,0,0
1767105000602631,0,0,0
1767105000622634,0,0,0
1767105000642632,0,0,0
1767105000662634,0,0,0
1767105000682637,0,0,0
1767105000702633,0,0,0
1767105000722631,0,0,0
1767105000742631,0,0,0
1767105000762632,0,0,0
1767105000782632,0,0,0
1767105000802643,0,0,0
1767105000822643,0,0,0
1767105000842641,0,0,0
1767105000862641,0,0,0
1767105000882642,0,0,0
1767105000902632,0,0,0
1767105000922631,0,0,0
1767105000942631,0,0,0
1767105000962632,0,0,0
1767105000982632,0,0,0
1767105001002631,0,0,0
1767105001022631,0,0,0
1767105001042631,0,0,0
1767105001062632,0,0,0
1767105001082632,0,0,0
1767105001102632,0,0,0
1767105001122633,0,0,0
1767105001142641,0,0,0
1767105001162632,0,0,0
1767105001182631,0,0,0
1767105001202632,0,0,0
1767105001222632,0,0,0
1767105001242631,0,0,0
1767105001262634,0,0,0
1767105001282640,0,0,0
1767105001302632,0,0,0
1767105001322632,0,0,0
1767105001342631,0,0,0
1767105001362630,0,0,0
1767105001382633,0,0,0
1767105001402631,0,0,0
1767105001422632,0,0,0
1767105001442632,0,0,0
1767105001462634,0,0,0
1767105001482648,0,0,0
1767105001502631,0,0,0
1767105001522633,0,0,0
1767105001542644,0,0,0
1767105001562641,0,0,0
1767105001582634,0,0,0
1767105001602633,0,0,0
1767105001622631,0,0,0
1767105001642636,0,0,0
1767105001662634,0,0,0
1767105001682638,0,0,0
1767105001702631,0,0,0
1767105001722632,0,0,0
1767105001742632,0,0,0
1767105001762631,0,0,0
1767105001782632,0,0,0
1767105001802632,0,0,0
1767105001822631,0,0,0
1767105001842632,0,0,0
1767105001862633,0,0,0
1767105001882632,0,0,0
1767105001902633,0,0,0
1767105001922632,0,0,0
1767105001942641,0,0,0
1767105001962686,0,0,0
1767105001983305,0,0.165291,0.231411
1767105002003290,0,0.167028,0.241508
1767105002023292,0,0.172441,0.249764
1767105002043276,0,0.169789,0.257677
1767105002063290,0,0.168886,0.265288
1767105002083296,0,0.178618,0.272361
1767105002103286,0,0.179994,0.279039
1767105002123271,0,0.191945,0.285175
1767105002143247,0,0.194226,0.290748
1767105002163250,0,0.197258,0.295844
1767105002183303,0,0.211387,0.30019
1767105002203243,0,0.215077,0.304013
1767105002223267,0,0.23052,0.307168
1767105002243244,0,0.233878,0.309653
1767105002263276,0,0.237583,0.311608
1767105002283291,0,0.254168,0.312715
1767105002303253,0,0.257784,0.313297
1767105002323253,0,0.261546,0.313359
1767105002343292,0,0.266037,0.312871
1767105002363254,0,0.271107,0.311835
1767105002383328,0,0.276585,0.310226
1767105002403286,0,0.282332,0.308054
1767105002423281,0,0.286933,0.307892
1767105002443261,0,0.291736,0.307327
1767105002463296,0,0.296753,0.306353
1767105002483281,0,0.301908,0.304965
1767105002503293,0,0.307354,0.30266
1767105002523284,0,0.312776,0.299944
1767105002543284,0,0.334622,0.296643
1767105002563288,0,0.337725,0.292303
1767105002583285,0,0.340199,0.2877
1767105002603281,0,0.343029,0.282852
1767105002623262,0,0.346128,0.277765
1767105002643283,0,0.349566,0.27191
1767105002663294,0,0.353051,0.265815
1767105002683284,0,0.356533,0.259509
1767105002703304,0,0.378077,0.252641
1767105002723270,0,0.379028,0.245129
1767105002743274,0,0.37929,0.237555
1767105002763269,0,0.37998,0.229943
1767105002783292,0,0.381039,0.222296
1767105002803284,0,0.401936,0.213705
1767105002823292,0,0.400754,0.20516
1767105002843290,0,0.420641,0.196517
1767105002863302,0,0.416578,0.187845
1767105002883283,0,0.41248,0.178789
1767105002903305,0,0.430871,0.16957
1767105002923291,0,0.425815,0.160571
1767105002943285,0,0.443969,0.151646
1767105002963278,0,0.436962,0.142835
1767105002983276,0,0.430312,0.134295
1767105003003279,0,0.447622,0.125762
1767105003023317,0,0.440666,0.117519
1767105003043293,0,0.458093,0.109445
1767105003063408,0,0.449627,0.101558
1767105003083291,0,0.441686,0.0939753
1767105003103296,0,0.45861,0.0864935
1767105003123284,0,0.450682,0.0793174
1767105003143802,0,0.467907,0.0723496
1767105003163649,0,0.458637,0.0656069
1767105003183753,0,0.450012,0.0591655
1767105003203597,0,0.466852,0.0528792
1767105003223632,0,0.458406,0.0468789
1767105003243276,0,0.475587,0.0411056
1767105003263730,0,0.465886,0.0355617
1767105003283615,0,0.456934,0.0302803
1767105003303482,0,0.4738,0.025188
1767105003323465,0,0.465055,0.0203583
1767105003343656,0,0.482336,0.015742
1767105003363471,0,0.472325,0.011349
1767105003383757,0,0.463082,0.0071834
1767105003403981,0,0.480116,0.00321275
1767105003423741,0,0.471124,-0.000542336
1767105003443659,0,0.488635,-0.0035301
1767105003463603,0,0.478535,-0.00630913
1767105003483435,0,0.469176,-0.00889306
1767105003504175,0,0.486467,-0.0112838
1767105003523455,0,0.477347,-0.0135028
1767105003543306,0,0.495002,-0.0155419
1767105003563841,0,0.484711,-0.0174219
1767105003583273,0,0.475143,-0.0191472
1767105003603300,0,0.492531,-0.0207075
1767105003623271,0,0.483293,-0.0221439
1767105003643424,0,0.501097,-0.0234339
1767105003663751,0,0.490911,-0.0223366
1767105003683744,0,0.48147,-0.0210698
1767105003703661,0,0.499177,-0.0202031
1767105003723454,0,0.489904,-0.0192535
1767105003743786,0,0.507929,-0.0187655
1767105003763648,0,0.497296,-0.0182013
1767105003783291,0,0.4873,-0.0181463
1767105003803408,0,0.504927,-0.018575
1767105003823327,0,0.495229,-0.0189826
1767105003843786,0,0.513298,-0.019338
1767105003863793,0,0.502335,-0.0196332
1767105003883684,0,0.492093,-0.020469
1767105003903871,0,0.509807,-0.0212473
1767105003923749,0,0.499892,-0.0220048
1767105003943653,0,0.518028,-0.0227165
1767105003963432,0,0.506804,-0.0233766
1767105003983776,0,0.496403,-0.0240222
1767105004003604,0,0.514202,-0.0246007
1767105004023436,0,0.50419,-0.0251587
1767105004043729,0,0.522393,-0.0256747
1767105004063678,0,0.511099,-0.0261544
1767105004083765,0,0.500508,-0.0266145
